;Asset1;Asset2;Asset3;Asset4;Asset5;Asset6;Asset7;Asset8;Asset9;Asset10;Asset11;Asset12;Asset13;Asset14;Asset15
451;215.08;46.89;500.91;192.8;183.86;163.0;128.89;133.32;92.76;129.33;130.02;123.95;104.74;138.69;91.72
452;214.74;48.02;485.38;187.34;187.9;162.32;129.36;132.34;93.0;129.22;129.28;124.21;104.4;138.32;91.68
453;212.42;49.91;484.68;179.66;187.48;162.63;128.02;131.32;92.51;127.75;128.17;124.7;103.62;138.51;91.93
454;213.45;49.84;474.44;179.14;186.57;162.97;126.72;131.18;93.17;129.08;128.18;125.29;102.52;139.03;92.47
455;200.21;50.39;468.76;176.65;185.69;158.79;127.36;130.61;91.75;127.99;126.46;125.42;103.21;137.13;92.96
456;201.25;48.23;459.14;177.42;184.99;158.72;128.3;131.6;93.09;128.18;126.7;124.71;102.42;137.84;92.71
457;202.8;49.36;477.28;178.04;185.17;166.4;129.43;132.47;94.68;129.75;128.02;125.64;102.04;138.12;93.24
458;200.6;49.36;479.63;175.98;184.0;165.0;128.48;133.37;91.09;132.26;128.16;126.32;102.35;137.94;93.72
459;200.1;48.3;476.6;179.16;182.95;166.14;130.2;133.76;91.04;130.68;127.11;127.18;102.03;138.89;93.62
460;199.41;48.68;479.59;191.43;181.51;165.49;127.08;131.62;89.93;131.08;126.52;127.38;100.98;137.59;94.64
461;199.29;47.82;493.75;191.77;180.36;166.53;126.92;130.95;89.63;131.62;126.23;126.74;101.6;138.61;94.96
462;202.88;48.4;506.61;199.3;182.36;167.82;128.83;132.42;90.05;131.12;127.85;127.08;101.76;141.22;94.66
463;207.67;48.3;527.0;200.74;183.94;169.26;125.8;130.98;91.03;130.5;128.29;127.43;101.72;143.27;94.93
464;207.82;48.99;530.64;201.7;186.67;170.09;126.19;131.94;91.44;132.2;128.26;127.21;101.71;139.88;95.1
465;211.53;50.19;542.04;203.12;190.74;171.33;122.25;133.0;93.6;134.45;129.5;127.5;101.65;144.1;95.63
466;213.42;50.43;551.26;206.03;192.22;171.53;122.47;132.99;95.69;134.55;130.71;127.76;102.39;144.54;95.8
467;214.65;50.12;539.39;205.25;191.5;172.61;123.49;133.2;96.14;135.62;130.94;127.67;102.25;143.2;95.23
468;215.23;50.5;541.15;204.77;191.56;171.81;124.99;133.28;96.79;136.19;131.05;127.64;102.05;143.73;94.95
469;211.51;50.5;520.38;202.91;190.1;171.67;125.18;133.01;96.74;135.51;130.15;127.93;99.91;144.44;95.12
470;213.18;51.59;521.34;204.8;190.62;171.39;127.57;135.21;97.02;135.33;130.68;128.26;100.02;144.8;96.01
471;213.03;51.59;524.94;203.51;189.98;170.41;125.14;135.81;96.85;136.4;130.57;129.51;99.86;144.8;96.04
472;215.83;51.39;521.19;202.76;186.9;170.41;123.88;135.38;96.16;134.72;130.23;129.34;100.02;144.38;96.22
473;220.28;52.38;517.59;204.2;188.62;171.36;125.17;135.82;97.32;136.31;131.19;129.87;100.02;146.32;96.45
474;216.51;52.49;514.32;203.69;190.07;171.43;123.48;135.38;96.57;135.11;130.78;129.93;100.13;146.1;96.24
475;218.64;48.68;524.9;205.0;189.19;172.96;122.95;134.82;97.17;135.6;131.2;128.22;99.95;145.51;96.27
476;218.59;50.12;525.22;204.77;187.07;172.98;122.71;135.33;94.95;133.4;130.94;127.82;101.06;143.22;96.92
477;216.02;50.22;528.59;205.24;186.11;172.18;122.13;134.97;93.1;128.74;130.63;127.69;101.03;137.49;96.81
478;212.93;48.68;527.13;204.5;178.16;170.09;122.04;133.87;92.76;127.9;129.12;125.28;100.67;135.16;97.61
479;215.48;48.64;536.46;204.06;182.23;171.34;124.59;135.84;96.4;131.87;130.76;125.03;100.89;138.16;98.35
480;210.56;48.33;534.76;203.37;179.98;171.44;122.25;134.89;96.09;130.96;129.86;124.37;100.78;135.79;97.27
481;212.8;48.4;546.28;207.04;182.31;171.61;122.92;134.13;96.79;130.49;131.27;125.91;100.37;133.3;97.06
482;211.38;47.06;561.61;208.77;182.4;174.53;126.52;135.14;95.77;128.82;131.86;126.08;100.24;131.15;97.26
483;212.09;47.37;562.08;210.38;181.37;175.17;125.33;134.61;95.43;129.31;131.95;125.81;100.58;132.71;97.0
484;216.94;46.82;562.25;211.11;185.61;178.74;125.24;134.49;97.06;130.0;133.08;125.73;100.55;131.11;96.78
485;216.63;47.3;557.47;210.55;186.35;175.54;125.82;137.83;98.03;133.77;132.98;125.52;100.67;133.58;96.3
486;215.29;47.82;556.16;208.63;186.87;176.72;124.95;138.64;98.89;133.22;133.4;125.56;100.63;133.16;96.22
487;216.65;47.99;552.64;208.12;186.4;175.63;124.86;139.15;98.29;134.4;133.54;126.1;100.69;133.89;96.31
488;218.3;47.99;556.8;209.26;185.32;176.87;124.56;139.4;97.49;133.89;133.77;125.63;100.4;134.41;96.39
489;214.44;47.68;556.41;207.54;184.95;176.27;124.55;138.88;96.41;133.88;133.24;125.62;100.53;134.98;96.6
490;212.27;46.82;565.98;207.65;181.69;177.06;124.1;139.57;96.86;133.29;133.56;127.36;101.09;135.49;96.12
491;207.94;46.06;562.48;205.52;181.47;177.19;123.97;141.06;95.41;130.69;133.43;126.75;98.81;131.78;98.12
492;206.09;45.71;562.12;205.41;181.94;178.63;122.93;140.31;95.6;132.72;133.15;125.57;98.93;133.38;97.87
493;198.63;44.85;551.69;202.09;180.88;177.2;123.83;141.21;95.46;132.27;132.61;124.19;98.88;131.8;97.58
494;198.39;44.61;556.22;202.97;180.87;177.71;123.83;141.51;95.16;132.01;132.84;123.76;98.54;134.13;97.93
495;193.4;44.19;545.2;201.84;180.82;176.44;124.72;142.86;94.26;129.16;131.99;122.47;98.23;132.75;98.01
496;193.97;45.2;532.13;201.25;177.86;177.49;125.63;143.64;96.26;131.81;132.24;124.11;98.25;138.91;97.79
497;189.31;44.16;507.05;198.26;176.24;171.72;128.07;144.08;94.32;129.18;130.42;121.73;98.11;137.9;97.32
498;187.87;47.58;513.14;200.72;176.36;173.84;127.34;142.95;95.38;130.82;130.71;121.67;97.41;142.86;96.98
499;186.58;48.35;499.84;200.43;173.63;171.84;128.69;142.91;96.65;132.76;129.59;122.73;97.12;147.38;97.41
500;188.55;47.9;510.74;201.88;176.48;174.09;127.17;142.01;96.96;132.4;130.39;121.54;96.73;148.77;98.14
501;188.05;47.13;502.34;201.46;175.25;173.71;126.86;142.19;97.86;133.21;130.49;122.64;97.0;150.19;98.15
502;188.91;46.3;513.67;203.71;176.73;173.78;124.41;141.52;96.71;130.91;130.89;121.56;96.11;149.77;97.18
503;185.5;46.3;502.22;200.16;174.26;172.4;125.06;140.93;97.28;131.42;130.24;122.48;97.02;150.17;97.48
504;188.25;46.51;514.7;201.77;175.39;174.81;125.26;142.3;97.36;130.63;131.36;123.63;97.47;147.74;97.31
505;187.69;47.97;524.46;204.57;175.97;175.86;125.17;142.63;97.38;130.8;132.48;123.84;97.23;149.48;97.03
506;195.4;48.31;528.53;207.41;181.41;177.74;127.27;143.53;98.06;132.74;133.65;124.36;97.53;149.58;96.57
507;195.79;49.07;537.01;207.16;180.29;179.27;129.17;144.04;98.96;134.43;134.11;125.19;97.19;150.11;96.53
508;189.56;48.45;524.88;204.47;179.91;181.19;128.16;143.53;97.69;130.14;133.16;123.34;96.34;142.56;96.78
509;193.25;48.45;532.73;207.9;180.68;183.48;128.14;145.62;97.81;130.92;134.32;124.54;96.51;142.45;97.19
510;195.09;48.1;528.68;208.23;179.85;182.85;129.89;147.34;98.54;130.69;134.47;125.07;96.09;143.83;97.28
511;191.39;48.14;526.3;207.77;186.99;181.59;129.8;146.19;97.57;129.57;134.33;124.62;95.98;137.86;97.17
512;192.6;47.41;537.95;208.36;186.86;183.14;130.62;146.29;97.36;128.45;134.86;124.92;95.02;137.9;96.92
513;195.61;47.62;533.73;207.22;188.6;184.79;130.44;146.27;97.25;128.05;135.16;125.5;95.06;139.27;97.39
514;194.44;47.55;534.43;208.83;185.82;183.78;129.92;148.02;97.0;128.19;134.62;124.8;94.76;140.69;97.45
515;190.81;45.44;532.01;208.35;188.17;184.91;130.43;148.8;96.28;128.83;134.49;124.36;95.31;142.72;97.37
516;190.06;44.99;528.87;208.53;191.67;183.65;129.79;148.9;96.28;127.84;134.74;123.9;94.88;137.51;96.65
517;192.41;45.44;527.39;210.05;193.03;183.65;130.28;148.73;98.19;130.49;135.38;125.19;94.88;138.79;97.05
518;195.91;45.4;534.09;212.03;194.77;187.08;130.19;150.17;98.87;131.6;136.62;125.01;95.46;140.37;97.12
519;198.84;45.54;540.38;211.36;194.21;186.89;130.68;150.86;99.64;130.6;136.2;126.26;94.98;141.0;96.69
520;198.81;45.23;534.4;207.85;196.21;184.55;130.53;149.45;96.9;132.72;135.31;126.98;94.78;139.13;97.48
521;194.9;45.58;517.67;206.68;197.39;179.0;131.64;149.09;96.69;134.68;134.53;126.5;94.67;142.05;97.33
522;200.54;47.2;519.22;207.1;194.38;179.34;132.16;148.81;96.41;133.04;135.19;126.97;94.86;139.27;96.94
523;193.21;45.85;522.64;219.3;195.58;181.32;130.69;147.74;95.09;132.11;135.05;126.67;94.41;137.05;97.09
524;192.47;45.61;531.44;225.71;196.41;182.2;131.46;150.45;94.52;130.4;135.71;125.81;93.84;139.68;97.28
525;193.17;45.51;534.57;226.36;198.0;183.38;132.71;151.07;94.86;130.7;136.34;126.22;94.12;138.73;97.95
526;194.52;45.37;538.67;227.54;198.05;183.23;132.81;151.54;94.84;130.96;136.82;126.18;93.69;139.78;98.16
527;198.56;45.58;544.86;225.4;198.78;183.98;132.96;152.32;96.13;131.89;137.21;127.2;93.77;140.11;98.19
528;194.84;45.2;547.97;225.55;199.18;184.51;133.37;152.81;95.49;130.52;137.18;126.75;94.0;135.59;97.81
529;193.18;44.81;543.82;227.33;197.64;183.63;132.6;148.49;95.01;129.1;136.98;126.76;93.95;135.33;97.75
530;189.55;44.23;540.28;226.65;195.7;183.26;134.34;149.9;94.91;129.95;136.0;124.74;93.88;136.99;98.48
531;188.3;43.12;543.1;228.11;192.59;183.89;133.54;149.39;93.88;129.0;135.46;124.69;92.35;136.12;99.6
532;188.16;42.77;554.36;229.08;193.87;184.61;135.34;151.05;93.58;129.15;136.32;124.48;92.48;135.79;99.53
533;184.12;42.32;549.37;229.61;192.27;183.51;134.4;150.83;91.95;124.26;135.29;122.22;91.28;131.68;100.03
534;190.03;42.6;545.9;232.97;194.08;184.74;146.94;151.86;93.21;125.16;136.36;123.23;91.18;132.59;100.04
535;194.32;42.6;519.14;237.63;194.08;185.64;145.77;153.56;93.52;125.31;136.81;123.13;91.2;133.5;99.8
536;193.39;42.6;525.54;235.31;193.82;185.12;143.01;154.69;94.18;125.25;137.14;123.93;92.0;134.56;99.22
537;195.23;43.74;537.16;234.85;195.01;183.94;143.13;155.5;94.21;125.45;137.43;124.6;92.45;136.42;98.76
538;194.73;43.19;557.31;234.86;194.41;185.39;142.52;155.96;95.56;126.5;137.37;124.88;92.74;137.45;98.03
539;190.77;43.43;565.83;235.34;194.01;186.65;141.79;156.16;94.5;125.62;137.14;124.85;92.02;137.39;97.97
540;192.75;43.29;577.24;236.08;193.92;189.41;141.45;157.37;95.15;126.59;137.99;125.15;93.51;139.19;98.32
541;198.09;44.23;585.04;238.02;197.36;190.98;140.84;156.52;96.08;128.02;139.05;126.22;93.72;139.5;97.43
542;198.03;44.19;581.82;239.94;196.39;190.72;143.12;156.67;95.94;127.5;139.09;126.36;93.6;138.81;97.14
543;197.84;44.92;590.86;243.52;195.75;193.12;142.47;156.62;96.63;127.88;139.88;126.74;93.37;140.79;97.07
544;193.93;44.23;589.41;245.76;194.79;192.74;143.16;157.45;96.21;127.44;139.26;126.2;92.84;142.29;96.92
545;193.64;44.81;595.5;248.6;193.75;192.94;142.8;159.02;95.81;126.01;139.28;124.56;93.05;141.38;97.29
546;192.79;43.88;601.91;249.4;194.72;194.14;142.06;160.08;95.95;126.44;139.05;123.08;92.46;141.52;97.71
547;196.07;43.5;590.71;247.77;193.77;187.4;143.93;160.71;97.23;126.5;138.66;121.18;92.63;139.19;97.95
548;197.43;43.32;578.61;243.66;192.94;189.8;143.68;161.44;96.15;122.57;138.15;120.8;92.86;137.27;97.54
549;197.09;42.94;576.79;241.69;193.31;188.09;142.76;164.7;97.79;121.9;137.85;121.0;92.53;137.23;97.67
550;198.1;43.32;582.88;238.45;192.28;189.25;144.35;165.87;97.65;121.77;138.11;121.4;92.48;136.8;98.17
551;198.08;42.7;578.78;244.47;193.5;191.1;143.96;166.58;99.02;122.35;138.62;121.73;92.67;140.27;97.87
552;201.21;43.67;569.02;241.44;191.22;192.52;142.97;165.37;99.34;123.17;138.67;122.84;93.39;142.54;97.87
553;202.97;44.02;575.69;247.27;191.96;193.91;141.7;164.57;98.38;123.71;139.41;122.75;93.18;138.93;97.59
554;202.08;44.33;586.49;244.46;191.93;194.19;140.91;160.55;99.09;124.86;139.44;123.31;92.64;139.74;97.07
555;203.92;44.4;581.18;237.95;192.5;192.01;141.25;158.25;99.68;125.0;138.67;123.22;93.0;139.58;97.59
556;207.89;44.26;575.01;238.35;193.28;193.91;142.16;159.85;99.94;125.66;139.41;123.57;92.78;141.48;97.26
557;213.04;44.96;577.04;238.49;198.9;193.64;141.88;159.51;101.14;127.12;139.59;124.26;93.19;144.06;97.17
558;217.56;43.56;564.95;240.3;200.6;196.03;142.64;159.56;101.36;127.03;140.68;125.59;93.5;143.41;97.21
559;218.09;42.55;558.95;237.71;199.28;197.09;142.86;160.13;101.78;128.85;140.63;126.57;92.73;143.37;96.38
560;214.77;41.05;563.72;241.13;197.37;195.86;141.4;159.16;103.49;130.43;140.14;126.16;92.97;146.0;96.58
561;214.89;39.4;569.47;242.66;196.82;196.47;141.67;158.88;103.37;131.23;139.95;126.22;93.02;146.4;96.56
562;213.61;39.82;566.31;240.73;194.5;196.07;140.91;159.48;102.51;129.72;139.49;127.0;92.56;144.97;96.48
563;212.64;40.31;567.33;245.68;193.65;197.05;140.23;159.61;102.5;130.27;139.88;127.64;91.65;146.08;96.6
564;212.66;39.47;596.22;246.54;190.81;197.14;139.9;160.21;101.6;130.07;139.88;126.56;92.36;148.37;97.52
565;212.37;42.27;613.92;248.2;191.93;198.06;140.63;160.06;102.55;132.32;140.39;126.86;92.02;152.52;97.79
566;215.91;43.07;607.81;250.41;192.72;196.59;141.75;161.22;103.32;132.69;140.33;125.97;93.21;152.38;98.03
567;220.65;43.63;608.34;253.45;194.53;196.2;140.14;159.07;102.95;133.29;140.43;126.51;92.89;154.77;98.25
568;218.6;44.26;592.55;249.0;196.29;192.77;140.34;158.03;102.27;132.91;139.28;124.65;92.81;150.56;98.89
569;213.81;46.08;572.55;244.96;195.18;190.93;139.0;149.26;101.98;133.32;138.51;123.47;93.12;150.58;98.53
570;213.86;47.58;563.87;244.39;196.37;186.37;141.06;152.74;102.93;132.79;138.46;122.1;91.81;150.48;98.49
571;208.44;47.37;563.38;247.77;195.01;186.92;144.62;152.91;103.38;134.9;138.26;122.53;92.03;151.83;98.74
572;200.43;46.43;521.27;236.29;189.82;178.01;142.65;150.78;101.0;130.41;133.72;119.94;92.19;148.21;98.63
573;196.6;44.47;498.86;234.21;184.13;175.65;139.91;151.3;97.52;125.98;130.97;117.64;94.84;143.75;98.4
574;198.13;43.07;523.07;242.57;182.12;183.97;141.24;154.8;97.25;125.27;132.83;117.4;94.43;144.5;97.92
575;197.75;42.48;499.39;237.39;181.08;180.25;139.76;153.14;96.58;124.39;132.04;117.38;95.07;145.39;98.25
576;200.42;42.3;521.56;242.62;184.96;186.18;142.73;155.3;97.04;125.0;134.88;119.17;95.14;145.68;97.98
577;197.11;42.62;515.69;241.57;187.02;187.11;143.85;155.85;97.4;124.76;134.85;118.53;94.86;141.28;98.05
578;189.39;43.28;508.2;235.92;184.06;182.96;143.26;155.92;97.81;124.95;132.91;117.88;95.08;139.05;98.68
579;184.31;43.91;486.22;239.52;183.75;184.0;144.72;156.66;97.96;125.67;132.86;117.14;94.98;140.0;99.03
580;180.64;43.28;490.57;240.98;181.11;184.73;144.71;156.24;96.98;124.68;132.29;116.42;94.67;140.11;98.61
581;166.99;44.37;469.01;243.25;179.22;182.73;145.69;156.03;95.41;120.63;131.56;114.44;95.61;134.56;98.96
582;157.67;42.55;423.08;234.91;175.89;176.35;145.34;152.63;92.76;117.23;127.5;114.11;95.18;135.35;98.92
583;162.29;41.26;440.96;240.05;178.56;184.57;147.75;154.43;93.58;118.69;129.87;115.93;95.28;136.38;99.56
584;161.47;39.51;420.7;236.23;176.11;180.92;147.39;148.83;92.65;118.64;127.62;114.44;95.54;136.9;99.75
585;159.97;39.02;393.82;231.8;178.54;176.44;148.67;151.71;92.08;115.87;126.79;114.94;94.92;135.79;99.56
586;164.85;35.59;430.69;232.95;181.69;174.38;152.58;155.47;94.15;117.91;128.77;114.69;94.78;134.05;99.76
587;170.27;35.31;447.31;239.03;185.64;181.07;149.39;155.95;95.22;118.76;130.17;117.34;93.98;132.29;100.02
588;175.02;33.49;462.75;242.69;185.58;184.98;149.83;156.61;96.4;118.25;131.54;117.16;95.81;129.01;100.29
589;176.55;32.48;455.98;226.6;184.55;183.6;150.97;156.99;97.93;122.04;130.71;117.54;95.42;127.89;99.52
590;177.42;32.45;449.3;220.16;185.76;183.63;153.31;159.92;97.56;126.52;131.44;117.52;95.33;127.81;99.57
591;181.51;32.93;447.79;222.54;186.63;184.93;153.93;161.46;97.98;126.48;132.27;116.92;94.87;126.01;99.44
592;189.61;32.17;453.59;229.29;189.83;190.17;155.41;163.96;99.22;128.57;135.07;118.36;95.05;124.91;99.22
593;184.4;31.82;437.04;228.49;191.36;190.76;156.24;163.21;97.65;126.97;134.73;118.22;94.8;122.89;99.26
594;178.12;30.0;436.36;224.09;189.51;189.05;157.25;162.55;97.62;127.12;133.49;117.65;93.52;121.92;99.83
595;175.44;27.93;402.14;212.8;185.52;183.52;154.74;160.32;96.37;124.87;130.86;116.55;93.12;121.39;100.21
596;176.78;30.1;422.86;210.67;186.61;183.52;153.35;160.09;94.16;122.7;130.67;117.53;92.96;112.8;101.03
597;175.58;29.09;418.37;204.72;182.77;183.22;151.25;159.52;93.42;123.09;129.68;116.77;93.64;113.94;100.33
598;181.64;28.56;429.4;209.78;187.43;186.64;148.28;157.22;94.39;125.62;131.05;115.96;94.02;114.36;100.33
599;182.4;28.04;348.86;212.1;187.3;184.46;145.53;157.95;95.32;127.88;131.35;115.77;94.64;114.36;100.21
600;176.81;27.41;307.0;203.69;188.73;177.33;144.17;156.4;95.63;128.27;129.16;114.85;94.81;114.97;99.43
601;171.61;26.75;316.29;193.96;184.67;175.5;140.27;149.95;92.91;124.7;126.82;113.46;94.5;108.22;99.08
602;173.85;27.31;307.02;193.74;183.29;176.88;140.29;149.44;93.63;126.28;127.2;114.62;95.02;110.65;99.79
603;171.68;26.47;307.64;188.82;181.61;174.84;141.67;150.46;91.13;122.02;126.37;113.97;94.65;102.13;99.53
604;175.16;26.5;324.72;191.37;186.05;178.88;141.75;150.04;92.93;123.5;128.33;115.07;94.59;104.58;100.1
605;174.88;26.01;326.16;190.96;186.84;178.84;141.58;152.48;93.01;123.75;128.75;114.8;93.89;104.44;100.14
606;183.53;27.06;339.61;198.3;188.91;186.04;145.19;157.49;94.7;126.9;131.71;114.8;94.68;101.86;100.44
607;182.78;27.76;334.2;196.78;187.41;183.04;144.93;157.94;95.44;127.66;131.42;115.33;94.89;104.21;99.83
608;190.41;26.22;347.09;195.71;189.34;186.47;145.47;158.13;95.97;127.75;132.49;115.28;94.59;103.16;99.62
609;195.02;27.31;361.12;202.55;191.13;190.8;147.11;158.68;98.05;129.61;133.94;116.43;95.65;107.25;100.06
610;181.5;25.45;333.66;193.64;182.6;182.43;142.73;154.76;95.88;125.93;129.61;115.48;96.21;107.86;99.95
611;180.17;25.7;336.17;191.48;179.12;185.6;141.95;159.44;94.63;124.5;129.41;110.13;95.98;104.29;100.0
612;173.4;24.51;313.49;184.66;175.89;180.42;139.58;153.74;93.72;124.05;126.39;110.88;96.65;106.56;99.77
613;173.18;24.23;322.51;185.87;172.6;181.43;140.71;152.24;92.4;123.46;126.62;109.25;96.41;103.3;99.54
614;172.97;23.63;314.72;184.81;170.91;180.02;140.57;154.86;92.56;124.03;126.57;110.72;96.27;104.62;99.93
615;175.96;23.46;316.23;185.32;172.02;181.33;139.46;155.75;91.77;124.19;127.26;113.1;96.47;103.61;100.23
616;176.7;25.17;316.21;187.35;172.19;180.98;139.24;154.87;92.93;124.53;127.23;112.81;96.33;106.5;99.79
617;177.92;24.82;311.03;181.36;170.78;177.76;137.58;141.57;91.24;122.27;124.8;111.82;95.89;103.71;99.87
618;174.69;25.0;304.93;179.67;168.6;172.9;135.96;138.27;89.38;120.78;122.21;110.58;96.7;101.03;100.38
619;174.41;25.45;312.07;182.0;167.8;174.56;136.42;138.79;86.92;117.87;122.22;109.52;96.84;93.66;99.99
620;171.69;26.82;294.16;176.33;165.67;172.72;135.63;137.71;85.44;115.82;120.34;110.06;97.06;95.6;99.77
621;170.59;26.05;286.92;171.88;164.24;169.43;130.73;134.78;82.85;112.76;118.44;108.1;97.95;92.93;99.64
622;168.52;25.03;275.18;165.19;160.36;163.51;130.51;133.0;82.23;111.93;116.0;108.15;97.19;92.34;99.06
623;164.14;24.23;269.89;160.92;156.9;160.18;128.54;129.9;79.08;108.47;112.86;106.58;98.26;86.15;99.79
624;177.78;25.45;278.57;171.13;165.24;173.71;137.19;137.48;83.22;117.42;119.47;105.94;99.02;90.36;99.89
625;176.29;26.29;283.84;171.22;164.89;172.3;138.0;138.14;82.29;116.7;119.32;107.79;99.22;91.82;99.28
626;178.34;26.5;283.52;172.87;166.23;173.61;139.52;139.28;82.32;116.85;120.33;108.98;99.09;91.98;99.21
627;177.37;28.18;289.3;173.07;169.11;174.9;139.81;140.0;84.13;118.89;120.49;108.03;99.3;94.27;99.02
628;170.54;28.22;271.82;155.83;166.71;168.6;139.09;137.03;82.84;116.62;117.5;106.24;100.14;95.38;100.27
629;179.86;28.81;289.24;162.49;172.85;175.86;139.96;141.01;85.89;119.03;121.54;109.13;99.43;97.14;99.63
630;179.97;30.6;304.55;162.12;172.97;179.04;141.6;141.53;86.34;120.58;122.39;108.72;99.75;98.28;99.46
631;182.13;29.97;296.97;165.21;172.65;180.01;142.59;142.59;86.96;120.05;123.58;109.96;99.47;100.83;98.86
632;182.83;29.76;302.81;168.02;172.35;182.13;142.13;143.51;87.42;121.66;124.08;110.89;99.95;106.06;99.07
633;186.61;31.3;308.43;168.56;172.34;182.47;142.23;144.02;86.98;121.86;124.64;110.71;99.59;106.52;98.22
634;185.4;31.3;316.08;166.9;171.51;181.67;142.05;143.93;86.58;120.88;124.63;110.15;99.78;104.5;98.6
635;184.98;31.16;319.5;164.39;173.28;180.4;142.22;142.9;86.47;120.0;123.97;109.72;99.93;102.31;99.03
636;183.42;30.56;318.29;167.76;174.55;180.72;144.17;144.29;86.52;120.43;125.3;110.26;99.71;105.55;98.92
637;184.78;31.44;316.1;169.81;175.96;180.72;144.32;143.71;86.48;119.66;125.58;110.83;100.12;105.96;99.41
638;188.83;32.0;322.22;170.81;176.68;180.64;144.9;144.58;87.07;120.26;126.53;110.45;100.08;105.47;99.57
639;192.95;31.72;333.28;171.87;179.55;182.25;146.38;146.04;88.11;122.85;128.2;112.33;99.33;108.97;99.62
640;186.79;30.32;315.95;168.01;176.71;181.65;146.02;145.22;86.78;120.67;126.38;111.67;99.42;106.48;99.82
641;186.2;30.56;317.06;168.69;176.27;180.29;147.85;145.01;86.07;119.65;126.66;111.51;99.47;106.58;99.87
642;187.48;30.74;335.22;167.35;176.37;181.19;147.33;143.79;86.19;121.92;126.84;112.24;99.16;107.62;99.66
643;193.32;32.07;340.12;172.9;177.49;182.47;145.2;142.95;86.58;121.61;127.91;113.48;100.57;108.75;100.31
644;175.68;31.26;293.1;171.3;178.33;178.94;145.38;144.11;86.0;120.48;126.91;112.62;100.96;105.31;99.44
645;178.73;31.16;279.49;169.52;178.83;177.64;144.86;143.79;86.32;120.12;126.73;113.53;101.41;107.98;99.29
646;183.78;31.86;291.78;181.11;179.24;181.06;141.99;144.51;87.27;121.39;128.7;114.61;101.54;109.84;99.25
647;188.09;35.57;305.29;182.41;177.68;177.65;143.54;146.75;88.46;123.15;129.8;115.02;102.3;108.95;98.79
648;184.91;35.68;307.37;182.5;178.33;184.42;140.59;143.77;91.65;127.14;129.92;115.63;102.09;111.93;99.12
649;184.87;35.75;316.82;187.68;178.96;186.19;141.95;144.39;90.32;128.61;130.8;115.19;101.88;110.51;99.07
650;186.45;37.22;318.46;190.89;178.17;187.55;143.19;144.68;91.25;128.33;131.41;117.11;101.88;108.69;99.24
651;184.39;36.66;324.94;190.96;178.09;186.18;143.25;144.68;90.85;127.69;131.12;117.01;101.51;109.4;99.47
652;181.9;35.22;313.09;187.34;175.75;184.44;144.89;143.32;90.15;126.99;129.9;114.85;101.5;106.62;99.85
653;181.65;34.35;314.68;187.56;174.0;184.72;143.16;142.43;90.3;126.29;129.98;114.3;101.84;106.79;100.09
654;182.12;35.12;311.03;186.48;173.18;185.27;144.09;143.09;90.44;125.62;130.08;115.52;101.32;106.16;100.22
655;187.4;34.94;321.05;188.09;176.13;186.84;145.24;145.27;92.03;127.52;131.75;116.49;101.49;107.56;100.62
656;188.01;36.31;324.68;187.31;176.97;188.81;146.7;145.89;93.07;128.43;132.15;116.9;101.61;109.18;100.13
657;187.33;35.15;328.19;187.99;175.82;188.71;147.57;146.6;93.09;128.19;131.8;116.63;101.53;110.21;100.75
658;192.39;35.33;334.15;187.57;181.19;191.01;149.77;148.41;94.85;129.48;133.23;118.72;102.18;112.6;100.48
659;191.82;35.47;332.67;188.13;180.56;190.39;153.08;149.54;95.48;129.44;133.43;118.89;103.88;113.61;100.33
660;198.19;35.36;336.72;189.34;181.43;190.78;149.6;148.84;95.85;130.49;133.67;119.7;104.13;115.29;100.05
661;196.17;35.12;330.82;188.28;181.06;189.81;148.87;147.56;94.98;129.26;133.2;119.71;102.6;115.37;100.02
662;195.89;35.61;338.08;190.38;180.25;192.28;149.11;148.28;95.72;129.53;134.05;120.16;103.04;115.98;100.05
663;199.74;37.88;337.02;191.77;182.14;192.53;148.46;148.8;95.81;129.78;134.22;120.53;102.78;112.38;100.06
664;194.9;38.81;333.64;191.88;180.75;193.82;147.82;149.19;96.01;130.12;134.11;120.69;102.72;112.42;99.84
665;197.16;39.61;330.05;192.47;180.52;194.06;146.95;149.49;97.0;130.28;134.04;120.38;102.15;115.33;99.61
666;194.0;37.83;327.95;190.58;179.15;195.25;148.27;149.96;96.46;129.73;133.66;120.73;101.77;115.9;99.73
667;194.18;37.39;332.61;192.58;179.27;197.02;146.68;150.44;97.64;132.39;134.58;121.3;100.5;113.02;99.79
668;195.42;37.79;333.31;193.55;178.86;195.03;146.56;149.74;98.02;132.49;134.06;121.79;99.6;114.62;99.76
669;193.71;36.01;332.75;193.2;178.72;195.02;147.3;150.7;97.88;133.76;133.91;122.04;99.38;114.56;100.1
670;190.45;33.17;323.25;192.09;178.05;194.84;147.18;150.3;96.77;134.02;133.03;121.84;99.6;113.87;100.37
671;187.58;34.41;317.32;189.86;176.77;193.54;145.96;148.63;97.84;132.29;131.95;121.36;99.52;114.77;100.31
672;185.53;34.92;320.25;190.31;176.83;194.23;146.17;156.19;96.44;131.95;131.67;120.51;100.54;113.57;101.35
673;188.02;36.08;342.58;196.91;179.13;198.61;147.51;157.47;97.38;134.12;133.6;121.31;99.91;115.03;101.04
674;187.13;35.57;345.51;199.12;178.6;200.0;147.34;159.71;97.64;134.42;134.0;121.41;100.49;115.19;100.8
